Date,Device_ID,Device_type,Device,Site,Ambient,Class,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,Live_mass,Body_length,Body_width,Count
2023-09-07,AMMOD3_1668,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025,2
2023-09-07,AMMOD3_1669,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Medeterinae,Medetera,pallipes,3.9976666666666674,3.9993333333333334,1.274,159
2023-09-07,AMMOD3_1670,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Limnophorini (Tribu),Limnophora,triangula,13.525750000000013,5.991083333333332,2.2562500000000005,155
2023-09-07,AMMOD3_1671,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,18
2023-09-07,AMMOD3_1672,AMMOD,AMMOD3,Site3,Meadow,Insecta,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Aleocharinae,Amischa,decipiens,22.330000000000005,10.233272727272729,2.0220000000000002,6
2023-09-07,AMMOD3_1673,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,reversio,13.525750000000013,5.991083333333332,2.2562500000000005,7
2023-09-07,AMMOD3_1674,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,emarginata,1.2314285714285715,2.912857142857143,0.89,1
2023-09-07,AMMOD3_1675,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasius,flavus,3.0777551020408147,4.416530612244895,1.2977551020408162,14
2023-09-07,AMMOD3_1676,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Agromyzinae,Agromyza,albipennis,1.27,3.23,0.8766666666666666,6
2023-09-07,AMMOD3_1677,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Coenosiinae,Coenosia,atra,13.525750000000013,5.991083333333332,2.2562500000000005,93
2023-09-07,AMMOD3_1678,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Hylemya,partita,4.8100000000000005,4.535,1.6749999999999998,80
2023-09-07,AMMOD3_1679,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,manicata,1.2314285714285715,2.912857142857143,0.89,1
2023-09-07,AMMOD3_1680,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Mythimna,albipuncta,1.95,3.9666666666666663,1.0333333333333334,91
2023-09-07,AMMOD3_1681,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Symphyta,#child.Symphyta,Tenthredinoidea,Athaliidae,Athaliinae,Athalia,cordata,7.853333333333333,6.3500000000000005,1.89,18
2023-09-07,AMMOD3_1682,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Campopleginae,Diadegma,semiclausum,5.311379310344828,5.228275862068966,1.1537931034482758,4
2023-09-07,AMMOD3_1683,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Tricimba,cincta,2.167586206896551,3.907931034482758,1.0355172413793103,4
2023-09-07,AMMOD3_1684,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,lucifrons,1.2314285714285715,2.912857142857143,0.89,6
2023-09-07,AMMOD3_1685,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hemiptera,Cicadomorpha,Cicadomorpha,Membracoidea,Cicadellidae,Deltocephalinae,Deltocephalus,pulicaris,5.600163934426228,4.548524590163934,1.525737704918033,140
2023-09-07,AMMOD3_1686,AMMOD,AMMOD3,Site3,Meadow,Insecta,Coleoptera,Adephaga,Geadephaga,Caraboidea,Carabidae,Trechinae,Trechus,quadristriatus,185.01216216216224,15.843693693693686,5.774954954954958,26
2023-09-07,AMMOD3_1687,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Culicinae,Aedes,cinereus,1.84,4.54,0.99,86
2023-09-07,AMMOD3_1688,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Xestia,xanthographa,1.95,3.9666666666666663,1.0333333333333334,48
2023-09-07,AMMOD3_1689,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Chironomus,dorsalis,0.9550000000000001,3.165,0.7849999999999999,15
2023-09-07,AMMOD3_1690,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Exechia,fusca,1.8561538461538463,3.6023076923076927,0.9615384615384617,68
2023-09-07,AMMOD3_1691,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Aphidinae,Rhopalosiphum,padi,2.648,2.9159999999999995,1.342,6
2023-09-07,AMMOD3_1692,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Sphaeroceridae,Limosininae,Pullimosina,heteroneura,8.696344827586204,5.522551724137931,1.7546666666666675,5
2023-09-07,AMMOD3_1693,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Sceptonia,nigra,1.8561538461538463,3.6023076923076927,0.9615384615384617,15
2023-09-07,AMMOD3_1694,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Dinera,grisescens,8.696344827586204,5.522551724137931,1.7546666666666675,58
2023-09-07,AMMOD3_1695,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Dolichoderinae,Dolichoderus,quadripunctatus,3.0777551020408147,4.416530612244895,1.2977551020408162,10
2023-09-07,AMMOD3_1696,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,Dolichopus,nubilus,3.9976666666666674,3.9993333333333334,1.274,4
2023-09-07,AMMOD3_1697,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Yponomeutoidea,Argyresthiidae,Argyresthiinae,Argyresthia,albistria,1.95,3.9666666666666663,1.0333333333333334,48
2023-09-07,AMMOD3_1698,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,pumila,1.2314285714285715,2.912857142857143,0.89,9
2023-09-07,AMMOD3_1699,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Chalcidoidea,Eulophidae,Eulophinae,Euplectrus,intactus,1.03,3.42,0.75,8
2023-09-07,AMMOD3_1700,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,Amauromyza,flavifrons,1.27,3.23,0.8766666666666666,13
2023-09-07,AMMOD3_1701,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Mayetiola,destructor,1.6263636363636365,3.475454545454545,0.9245454545454546,6
2023-09-08,AMMOD3_1702,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,630
2023-09-08,AMMOD3_1703,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasius,niger,3.0777551020408147,4.416530612244895,1.2977551020408162,291
2023-09-08,AMMOD3_1704,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Coenosiinae,Coenosia,tigrina,13.525750000000013,5.991083333333332,2.2562500000000005,149
2023-09-08,AMMOD3_1705,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Lauxaniidae,Lauxaniinae,Calliopum,aeneum,3.3925757575757585,4.098636363636362,1.2430303030303027,8
2023-09-08,AMMOD3_1706,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,380
2023-09-08,AMMOD3_1707,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Tipulinae,Tipula,paludosa,25.121999999999996,12.984,1.698,5
2023-09-08,AMMOD3_1708,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Heterocera,Noctuoidea,Noctuidae,Noctuinae,Noctua,pronuba,1.95,3.9666666666666663,1.0333333333333334,107
2023-09-08,AMMOD3_1709,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Botanophila,fugax,4.8100000000000005,4.535,1.6749999999999998,341
2023-09-08,AMMOD3_1710,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,1513
2023-09-08,AMMOD3_1711,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Melanostoma,mellinum,12.29572580645161,7.508467741935483,2.1483064516129025,2133
2023-09-08,AMMOD3_1712,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Triphleba,nudipalpis,1.2314285714285715,2.912857142857143,0.89,16
2023-09-08,AMMOD3_1713,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Incertella,albipalpis,2.167586206896551,3.907931034482758,1.0355172413793103,94
2023-09-08,AMMOD3_1714,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,lasiophthalma,13.525750000000013,5.991083333333332,2.2562500000000005,2
2023-09-08,AMMOD3_1715,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Polleniidae,#child.Polleniidae,Pollenia,rudis,8.696344827586204,5.522551724137931,1.7546666666666675,183
2023-09-08,AMMOD3_1716,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Anthomyia,liturata,4.8100000000000005,4.535,1.6749999999999998,9
2023-09-08,AMMOD3_1717,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,46
2023-09-08,AMMOD3_1718,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,emarginata,1.2314285714285715,2.912857142857143,0.89,32
2023-09-08,AMMOD3_1719,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,urticae,3.12,4.300000000000001,1.165,2
2023-09-08,AMMOD3_1720,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Asilomorpha,Asiloidea,Asilidae,Asilinae,Tolmerus,atricapillus,5.96,10.965,1.52,14
2023-09-08,AMMOD3_1721,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Diplazontinae,Syrphoctonus,tarsatorius,5.311379310344828,5.228275862068966,1.1537931034482758,505
2023-09-08,AMMOD3_1722,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Corynoptera,perpusilla,3.12,4.300000000000001,1.165,1
2023-09-08,AMMOD3_1723,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,manicata,1.2314285714285715,2.912857142857143,0.89,7
2023-09-08,AMMOD3_1724,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Diplazontinae,Syrphophilus,bizonarius,5.311379310344828,5.228275862068966,1.1537931034482758,190
2023-09-08,AMMOD3_1725,AMMOD,AMMOD3,Site3,Meadow,Insecta,Lepidoptera,Glossata,Rhopalocera,Papilionoidea,Pieridae,Pierinae,Pieris,rapae,55.17333333333334,14.135,3.1950000000000003,15
2023-09-08,AMMOD3_1726,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Tricimba,cincta,2.167586206896551,3.907931034482758,1.0355172413793103,2
2023-09-08,AMMOD3_1727,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Culicinae,Culex,pipiens,1.84,4.54,0.99,13
2023-09-08,AMMOD3_1728,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,Cerodontha,denticornis,1.27,3.23,0.8766666666666666,3
2023-09-08,AMMOD3_1729,AMMOD,AMMOD3,Site3,Meadow,Insecta,Odonata,Anisoptera,Anisoptera,Libelluloidea,Libellulidae,Sympetrinae,Sympetrum,sanguineum,24.284088427947573,6.536784934497831,2.114448689956332,82
2023-09-08,AMMOD3_1730,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hemiptera,Fulgoromorpha,Fulgoromorpha,Fulgoroidea,Tettigometridae,Tettigometrinae,Tettigometra,atra,32.08,7.965,3.4000000000000004,118
2023-09-08,AMMOD3_1731,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Polleniidae,#child.Polleniidae,Pollenia,angustigena,8.696344827586204,5.522551724137931,1.7546666666666675,8
2023-09-08,AMMOD3_1732,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,clemonsi,1.2314285714285715,2.912857142857143,0.89,13
2023-09-08,AMMOD3_1733,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Tanypodinae,Tanypus,punctipennis,0.9550000000000001,3.165,0.7849999999999999,55
2023-09-08,AMMOD3_1734,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Hybotidae,Tachydromiinae,Platypalpus,interstinctus,5.423030303030302,4.323939393939395,1.3303030303030303,18
2023-09-08,AMMOD3_1735,AMMOD,AMMOD3,Site3,Meadow,Insecta,Psocoptera,Psocomorpha,Homilopsocidea,Lachesilloidea,Lachesillidae,Lachesillinae,Lachesilla,pedicularia,24.284088427947573,6.536784934497831,2.114448689956332,23
2023-09-08,AMMOD3_1736,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Aphidinae,Rhopalosiphum,padi,2.648,2.9159999999999995,1.342,4
2023-09-08,AMMOD3_1737,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Spiniphora,bergenstammi,1.2314285714285715,2.912857142857143,0.89,14
2023-09-08,AMMOD3_1738,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Chloropinae,Chlorops,laetus,2.167586206896551,3.907931034482758,1.0355172413793103,47
2023-09-08,AMMOD3_1739,AMMOD,AMMOD3,Site3,Meadow,Insecta,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,Entiminae,Naupactus,cervinus,2.59962962962963,3.2672222222222227,1.1698148148148149,5
2023-09-08,AMMOD3_1740,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hemiptera,Sternorrhyncha,Aleyrodomorpha,Aleyrodoidea,Aleyrodidae,Aleyrodinae,Aleyrodes,lonicerae,2.648,2.9159999999999995,1.342,11
2023-09-08,AMMOD3_1741,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Chalcidoidea,Trichogrammatidae,Trichogrammatinae,Trichogramma,evanescens,1.214,2.9839999999999995,0.8020000000000002,1
2023-09-08,AMMOD3_1742,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Chalcidoidea,Mymaridae,#child.Mymaridae,Anagrus,atomus,1.214,2.9839999999999995,0.8020000000000002,1
2023-09-08,AMMOD3_1743,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Ceratopogonidae,Forcipomyiinae,Forcipomyia,velox,0.9550000000000001,3.165,0.7849999999999999,6
2023-09-08,AMMOD3_1744,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Ceratopogonidae,Dasyheleinae,Dasyhelea,flavifrons,0.9550000000000001,3.165,0.7849999999999999,5
2023-09-09,AMMOD3_1745,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,619
2023-09-09,AMMOD3_1746,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Ceratopogonidae,Forcipomyiinae,Forcipomyia,bipunctata,0.9550000000000001,3.165,0.7849999999999999,21
2023-09-09,AMMOD3_1747,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Bibionoidea,Bibionidae,Bibioninae,Dilophus,febrilis,1.8561538461538463,3.6023076923076927,0.9615384615384617,230
2023-09-09,AMMOD3_1748,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Siphona,geniculata,8.696344827586204,5.522551724137931,1.7546666666666675,651
2023-09-09,AMMOD3_1749,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasius,niger,3.0777551020408147,4.416530612244895,1.2977551020408162,187
2023-09-09,AMMOD3_1750,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Coenosiinae,Coenosia,tigrina,13.525750000000013,5.991083333333332,2.2562500000000005,296
2023-09-09,AMMOD3_1751,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Lauxaniidae,Lauxaniinae,Calliopum,aeneum,3.3925757575757585,4.098636363636362,1.2430303030303027,2
2023-09-09,AMMOD3_1752,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,100
2023-09-09,AMMOD3_1753,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Botanophila,fugax,4.8100000000000005,4.535,1.6749999999999998,563
2023-09-09,AMMOD3_1754,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Medeterinae,Medetera,jacula,3.9976666666666674,3.9993333333333334,1.274,87
2023-09-09,AMMOD3_1755,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,2023
2023-09-09,AMMOD3_1756,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Melanostoma,mellinum,12.29572580645161,7.508467741935483,2.1483064516129025,1471
2023-09-09,AMMOD3_1757,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Triphleba,nudipalpis,1.2314285714285715,2.912857142857143,0.89,90
2023-09-09,AMMOD3_1758,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Incertella,albipalpis,2.167586206896551,3.907931034482758,1.0355172413793103,23
2023-09-09,AMMOD3_1759,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,lasiophthalma,13.525750000000013,5.991083333333332,2.2562500000000005,71
2023-09-09,AMMOD3_1760,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Heleomyzidae,Heleomyzinae,Tephrochlamys,rufiventris,8.696344827586204,5.522551724137931,1.7546666666666675,4
2023-09-09,AMMOD3_1761,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Phygadeuontinae,Phygadeuon,trichops,5.311379310344828,5.228275862068966,1.1537931034482758,12
2023-09-09,AMMOD3_1762,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Polleniidae,#child.Polleniidae,Pollenia,rudis,8.696344827586204,5.522551724137931,1.7546666666666675,170
2023-09-09,AMMOD3_1763,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,aratrix,8.696344827586204,5.522551724137931,1.7546666666666675,1102
2023-09-09,AMMOD3_1764,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,6
2023-09-09,AMMOD3_1765,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,sinuata,8.696344827586204,5.522551724137931,1.7546666666666675,1651
2023-09-09,AMMOD3_1766,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,reversio,13.525750000000013,5.991083333333332,2.2562500000000005,105
2023-09-09,AMMOD3_1767,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,urticae,3.12,4.300000000000001,1.165,1
2023-09-09,AMMOD3_1768,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Agromyzinae,Agromyza,albipennis,1.27,3.23,0.8766666666666666,38
2023-09-09,AMMOD3_1769,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,fenestralis,3.12,4.300000000000001,1.165,16
2023-09-09,AMMOD3_1770,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Hylemya,partita,4.8100000000000005,4.535,1.6749999999999998,69
2023-09-09,AMMOD3_1771,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,manicata,1.2314285714285715,2.912857142857143,0.89,54
2023-09-09,AMMOD3_1772,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hemiptera,Cicadomorpha,Cicadomorpha,Membracoidea,Cicadellidae,Typhlocybinae,Ribautiana,debilis,5.600163934426228,4.548524590163934,1.525737704918033,2
2023-09-09,AMMOD3_1773,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Diplazontinae,Syrphophilus,bizonarius,5.311379310344828,5.228275862068966,1.1537931034482758,104
2023-09-09,AMMOD3_1774,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,lucifrons,1.2314285714285715,2.912857142857143,0.89,4
2023-09-09,AMMOD3_1775,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Poemeniinae,Neoxorides,nitens,5.311379310344828,5.228275862068966,1.1537931034482758,14
2023-09-09,AMMOD3_1776,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,Cerodontha,denticornis,1.27,3.23,0.8766666666666666,7
2023-09-09,AMMOD3_1777,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,vagans,3.12,4.300000000000001,1.165,5
2023-09-09,AMMOD3_1778,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,ruficornis,1.2314285714285715,2.912857142857143,0.89,138
2023-09-09,AMMOD3_1779,AMMOD,AMMOD3,Site3,Meadow,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Micromyinae,Peromyia,impexa,1.6263636363636365,3.475454545454545,0.9245454545454546,4
2023-09-09,AMMOD3_1780,AMMOD,AMMOD3,Site3,Meadow,Insecta,Hemiptera,Cicadomorpha,Cicadomorpha,Membracoidea,Cicadellidae,Typhlocybinae,Eupteryx,calcarata,5.600163934426228,4.548524590163934,1.525737704918033,56
